Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates
762.2253256,36,42,15,0,1,0,0,0,CHO,[M+Cl]-,727.2559244,-0.273404439,-1
762.2333084,35,42,18,0,1,0,0,0,CHO,[M-H]-,763.2405849,-0.151347131,-1
762.269704,0,0,0,0,0,0,0,0,,,763.2769804,0,-1
762.3060071,37,50,16,0,1,0,0,0,CHO,[M-H]-,763.3132836,-0.05659478,-1
762.32632,0,0,0,0,0,0,0,0,,,763.3335965,0,-1
762.3425002,38,54,15,0,1,0,0,0,CHO,[M-H]-,763.3497766,-0.197474329,-1
762.3560255,0,0,0,0,0,0,0,0,,,763.3633019,0,-1
762.3641644,0,0,0,0,0,0,0,0,,,763.3714409,0,-1
762.3764068,0,0,0,0,0,0,0,0,,,763.3836833,0,-1
763.0266815,0,0,0,0,0,0,0,0,,,764.033958,0,-1
763.1295952,0,0,0,0,0,0,0,0,,,764.1368716,0,-1
763.1402028,0,0,0,0,0,0,0,0,,,764.1474792,0,-1
763.1441384,0,0,0,0,0,0,0,0,,,764.1514148,0,-1
763.1496988,0,0,0,0,0,0,0,0,,,764.1569753,0,-1
763.1597507,0,0,0,0,0,0,0,0,,,764.1670272,0,-1
763.1673935,0,0,0,0,0,0,0,0,,,764.17467,0,-1
763.1727728,34,36,20,0,0,0,0,0,CHO,[M-H]-,764.1800493,-0.07286399,-1
763.1828683,0,0,0,0,0,0,0,0,,,764.1901448,0,-1
763.1880898,38,36,17,0,0,0,0,0,CHO,[M-H]-,764.1953663,-0.152481959,-1
763.1951138,0,0,0,0,0,0,0,0,,,764.2023902,0,-1
763.2014097,0,0,0,0,0,0,0,0,,,764.2086861,0,-1
763.2092619,35,40,19,0,0,0,0,0,CHO,[M-H]-,764.2165383,-0.208348916,-1
763.2220751,33,44,18,0,0,0,0,0,CHO,[M+Cl]-,728.2526739,0.124623488,-1
763.2456154,36,44,18,0,0,0,0,0,CHO,[M-H]-,764.2528919,-0.166523882,-1
763.2584793,34,48,17,0,0,0,0,0,CHO,[M+Cl]-,728.289078,0.099019454,-1
763.2665979,33,48,20,0,0,0,0,0,CHO,[M-H]-,764.2738743,0.025691959,-1
763.2822175,0,0,0,0,0,0,0,0,,,764.2894939,0,-1
763.2970386,41,48,14,0,0,0,0,0,CHO,[M-H]-,764.3043151,0.11925331,-1
763.3029391,34,52,19,0,0,0,0,0,CHO,[M-H]-,764.3102156,0.08359564,-1
763.3183415,38,52,16,0,0,0,0,0,CHO,[M-H]-,764.325618,-0.107744236,-1
763.3311181,36,56,15,0,0,0,0,0,CHO,[M+Cl]-,728.3617168,0.280532787,-1
763.3396584,0,0,0,0,0,0,0,0,,,764.3469348,0,-1
763.3548609,39,56,15,0,0,0,0,0,CHO,[M-H]-,764.3621373,-0.282842534,-1
763.3617082,44,56,9,0,0,0,0,0,CHO,[M+Cl]-,728.392307,0.173587331,-1
763.3696783,43,56,12,0,0,0,0,0,CHO,[M-H]-,764.3769548,0.291034903,-1
763.391122,40,60,14,0,0,0,0,0,CHO,[M-H]-,764.3983985,-0.120142757,-1
763.4043977,0,0,0,0,0,0,0,0,,,764.4116742,0,-1
763.427506,41,64,13,0,0,0,0,0,CHO,[M-H]-,764.4347824,-0.118099764,-1
763.4638724,42,68,12,0,0,0,0,0,CHO,[M-H]-,764.4711489,-0.093165361,-1
763.4849504,39,72,14,0,0,0,0,0,CHO,[M-H]-,764.4922268,-0.02592577,-1
764.1434337,0,0,0,0,0,0,0,0,,,765.1507102,0,-1
764.1622909,0,0,0,0,0,0,0,0,,,765.1695674,0,-1
764.1861732,0,0,0,0,0,0,0,0,,,765.1934497,0,-1
764.1915074,37,36,17,0,1,0,0,0,CHO,[M-H]-,765.1987838,-0.234292421,-1
764.1985487,0,0,0,0,0,0,0,0,,,765.2058251,0,-1
764.2046286,0,0,0,0,0,0,0,0,,,765.211905,0,-1
764.2129149,0,0,0,0,0,0,0,0,,,765.2201913,0,-1
