Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates
779.6003857,42,85,8,1,1,0,0,0,CHON,[M+Cl]-,744.6309844,-0.148867286,-1
779.6045075,46,84,9,0,0,0,0,0,CHO,[M-H]-,780.611784,-0.319823695,-1
779.6179711,0,0,0,0,0,0,0,0,,[M-H]-,780.6252475,0,-1
779.6322217,47,89,6,0,0,0,1,0,CHOP,[M-H]-,780.6394981,0.22925453,-1
779.6382889,0,0,0,0,0,0,0,0,,[M-H]-,780.6455653,0,-1
779.6771295,48,92,7,0,0,0,0,0,CHO,[M-H]-,780.684406,-0.128983662,-1
779.6964268,47,93,6,1,1,0,0,0,CHON,[M-H]-,780.7037033,-0.075226036,-1
779.7134988,49,96,6,0,0,0,0,0,CHO,[M-H]-,780.7207753,-0.108187449,-1
779.7498301,50,100,5,0,0,0,0,0,CHO,[M-H]-,780.7571066,-0.038722506,-1
780.2232398,0,0,0,0,0,0,0,0,,[M-H]-,781.2305162,0,-1
780.3754522,0,0,0,0,0,0,0,0,,[M-H]-,781.3827286,0,-1
780.3857493,0,0,0,0,0,0,0,0,,[M-H]-,781.3930258,0,-1
780.4005816,0,0,0,0,0,0,0,0,,[M-H]-,781.4078581,0,-1
780.4072896,0,0,0,0,0,0,0,0,,[M-H]-,781.4145661,0,-1
780.4539686,42,68,10,0,1,0,0,0,CHO,[M+Cl]-,745.4845673,0.048196395,-1
780.4902766,43,72,9,0,1,0,0,0,CHO,[M+Cl]-,745.5208753,0.15219017,-1
