Date,Site,treatment,Plot,Fill,Mass,NH4,NO3,PO4,TFPA,TRS,Bubles/sediment,Time,Average vacutainer 7.176g
8/31/2017,Hydric,Lysim 5,4,,13.23,0.029004177,0.049819021,0.008078277,0,,,,
8/31/2017,Hydric,Lysim 5,5,,12.71,0.052637211,0.056317154,0.011578864,0.246421274,,,,
9/1/2017,Hydric,Lysim 5,1,,13.1,0.027929949,0.051985065,0.009155381,0,,,,
9/1/2017,Hydric,Lysim 5,2,,12.98,0.020410347,0.057761183,0.006462622,0,,,,
9/1/2017,Hydric,Lysim 5,3,,10.28,0.032226864,0.059927228,0.006193346,0.147852764,,,,
9/1/2017,Hydric,Lysim 5,4,,13.24,0.031152635,0.046930961,0.007539726,0,,,,
9/1/2017,Hydric,Lysim 5,5,,12.98,0.032226864,0.08591976,0.017817522,0,,,,
9/2/2017,Hydric,Lysim 5,1,,13.11,0.020410347,0.049097006,0.007828911,0.136900708,,,,
9/2/2017,Hydric,Lysim 5,2,,10.45,0.020410347,0.067147375,0.006479099,0.246421274,,,,
9/2/2017,Hydric,Lysim 5,3,,9.85,0.024707262,0.06931342,0.005399249,1.122585804,,,,
9/2/2017,Hydric,Lysim 5,4,,13.2,,,,,,,,
9/2/2017,Hydric,Lysim 5,5,,12.13,,,,,,,,
6/1/2018,Hydric,Lysim,1,D,12.6,0,0,0.003555666,3.709961405,0.001683161,,,
6/1/2018,Hydric,Lysim,2,M,12.8,0,0.024870933,0,0,0.000488282,,,
6/1/2018,Hydric,Lysim,3,S,,,,,,,,,
6/1/2018,Hydric,Lysim,4,M,12.7,0,0,0.038565301,0.114741074,0.000114882,,,
6/1/2018,Hydric,Lysim,5,S,7.3,,0.229365271,,,,,,
6/10/2018,Hydric,Lysim,1,M,12.8,0,0,0.006694365,0.727511478,0.007466896,,,
6/10/2018,Hydric,Lysim,2,M,12.7,0,0,0,0,0.006595285,,,
6/10/2018,Hydric,Lysim,3,S,7.4,,,,,,,,
6/10/2018,Hydric,Lysim,4,M,12.8,0,0,0.0157987,0,0.002812883,,,
6/10/2018,Hydric,Lysim,5,M,12.8,0,0,0.018208672,0,0.001612281,,,
6/15/2018,Hydric,Lysim,1,M,12.9,0.001831027,0,0,1.044711304,0,,,
6/15/2018,Hydric,Lysim,2,D,12.7,0,0,0.005092836,0.081760015,0.000402512,,,
6/15/2018,Hydric,Lysim,3,D,7.7,0.363916695,0.357946616,,0,,Silt,,
6/15/2018,Hydric,Lysim,4,F,12.9,0,0,0.000727548,0.16352003,0.004861111,,,
6/15/2018,Hydric,Lysim,5,M,12.6,0.024261113,0,0.030071984,0,0,tb,,
6/24/2018,Hydric,Lysim,1,D,12.7,0,0,0,,,,,
6/24/2018,Hydric,Lysim,2,D,12.6,0,0,0,0,0,,,
6/24/2018,Hydric,Lysim,3,D,8,0.191283264,0.306931476,,0,0,B,,
6/24/2018,Hydric,Lysim,4,M,12.8,0.020415383,0,0.0005,0.577556206,0,tb,,
6/24/2018,Hydric,Lysim,5,M,12.6,0.007988628,0,0.0009,0,0.002311644,tb,,
6/29/2018,Hydric,Lysim,1,F,12.9,0.011095317,0,0,0.503825626,0.000908091,,,
6/29/2018,Hydric,Lysim,2,D,13.1,0.026628761,0,0.000967096,0.430095047,0.001095972,,,
6/29/2018,Hydric,Lysim,3,D,12.5,0.067015714,0,0.002417741,0.602133065,0.001283852,Silt,,
6/29/2018,Hydric,Lysim,4,M,12.5,0.007988628,0,0.000967096,0.466960336,0.001659614,,,
6/29/2018,Hydric,Lysim,5,M,12.3,0.042162204,0,0.008703868,0.491537196,0.004008125,B,,
7/7/2018,Hydric,Lysim,1,M,12.8,0,0,0.001412855,0.115808714,0.001501623,,,
7/7/2018,Hydric,Lysim,2,D,12.4,0,0,0,0.283087969,0.001501623,,,
7/7/2018,Hydric,Lysim,3,D,12.4,0.03662694,0,0.00447404,0.334558508,0.00174513,B,,
7/7/2018,Hydric,Lysim,4,M,12.4,0.017635194,0,0.000470952,0.437499588,0.001623377,,,
7/7/2018,Hydric,Lysim,5,D,12.5,0.004974029,0,0.012009266,0.218749794,0.010998377,tb,,
7/15/2018,Hydric,Lysim,1,M,13,0.23146571,0,0.081,0.03828217,0.006171745,,,
7/15/2018,Hydric,Lysim,2,D,12.9,0.181242018,0,0.084333333,0.158597563,0.004747496,,,
7/15/2018,Hydric,Lysim,3,D,12.9,0.265312111,0,0.086333333,0.464854926,0.005623957,,,
7/15/2018,Hydric,Lysim,4,F,12.8,0.01746911,0,0.094,0.1476598,0.00365192,,,
7/15/2018,Hydric,Lysim,5,D,12.7,0.015285471,0,0.083666667,0.322664007,0.002775459,tb,,
7/21/2018,Hydric,Lysim,1,M,12.8,1.152524811,0,0.001683052,0,0.003561047,,,
7/21/2018,Hydric,Lysim,2,D,12.9,0.034148883,0,0.001442616,0.421103874,0.009526956,,,
7/21/2018,Hydric,Lysim,3,D,12.5,0.051223325,0,0.005770464,0.1612043,0.005225951,,,
7/21/2018,Hydric,Lysim,4,M,12.9,0.290265508,0,0.002885232,0.47167184,0.003561047,,,
7/21/2018,Hydric,Lysim,5,D,12.7,0.552073613,0.021279758,0.009857876,0.340320188,0.006197146,,,
7/29/2018,Hydric,Lysim,1,M,13,0.078165905,0,0,0.945637997,0.006707528,B,,
7/29/2018,Hydric,Lysim,2,M,12.8,0.034264506,0,0,0.790383998,0.001631561,,,
7/29/2018,Hydric,Lysim,3,S,12.7,0,0,0,0.649243998,0.000906423,,,
7/29/2018,Hydric,Lysim,4,M,13,0,0,0.00763461,0.451647999,0.005891747,,,
7/29/2018,Hydric,Lysim,5,D,12.7,0,0,0,1.566653996,0.002991195,,,
8/3/2018,Hydric,Lysim,1,F,12.4,0.025106612,0,0.009064387,0.256732773,0,B,,
8/3/2018,Hydric,Lysim,2,S,12.4,0.018829959,0,0.008390855,0.352261247,0.003836883,,,
8/3/2018,Hydric,Lysim,3,S,12.1,0,0,0.01373049,0.698551965,0.004303531,,,
8/3/2018,Hydric,Lysim,4,F,13,0,0,0.014747563,0.328379129,0.003681334,,,
8/3/2018,Hydric,Lysim,5,D,12.5,0,0,0.014747563,0.555259254,0.012392096,,,
