"formula","EMSL_class","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"C7H7O6N1","tannin","unsaturated/lignin","unsaturated/lignin",0.3333,1.1429,1,0.86,-2,5,-0.2857
"C9H15O4N1","protein","aliphatic","aliphatic+N",0,-0.4444,1.67,0.44,-2,3,-0.2222
"C10H19O3N1","protein","aliphatic","aliphatic+N",-0.0667,-1,1.9,0.3,-2,2,-0.2
"C8H6O4","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.6667,0.25,0.75,0.5,2,6,0.25
"C5H10O4S1","carbohydrate","aliphatic","lipid",-1,0,2,0.8,-4,1,-0.8
"C7H6O7","tannin","unsaturated/lignin","unsaturated/lignin",0.4286,1.1429,0.86,1,-2,5,-0.2857
"C11H6O4","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7778,0.1818,0.55,0.36,5,9,0.4545
"C9H10O3","lignin","unsaturated/lignin","unsaturated/lignin",0.4667,-0.4444,1.11,0.33,2,5,0.2222
"C8H10O6","tannin","unsaturated/lignin","unsaturated/lignin",0.2,0.25,1.25,0.75,-2,4,-0.25
"C12H10O3","lignin","aromatic","aromatic",0.619,-0.3333,0.83,0.25,5,8,0.4167
"C10H14O2","lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-1,1.4,0.2,2,4,0.2
"C9H14O5","amino_sugar","aliphatic","aliphatic",0.0769,-0.4444,1.56,0.56,-2,3,-0.2222
"C13H14O2","lignin","unsaturated/lignin","unsaturated/lignin",0.5,-0.7692,1.08,0.15,5,7,0.3846
"C10H18O4","protein","aliphatic","aliphatic",0,-1,1.8,0.4,-2,2,-0.2
"C11H22O3","lipid","aliphatic","lipid",-0.0526,-1.4545,2,0.27,-2,1,-0.1818
"C11H9O3N1","lignin","aromatic","aromatic",0.6471,0,0.82,0.27,4,8,0.3636
"C9H17O4N1","protein","aliphatic","aliphatic+N",-0.1667,-0.6667,1.89,0.44,-3,2,-0.3333
"C8H8O4","lignin","unsaturated/lignin","unsaturated/lignin",0.5,0,1,0.5,1,5,0.125
"C11H8O4","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.6667,0,0.73,0.36,4,8,0.3636
"C8H12O6","carbohydrate","aliphatic","aliphatic",0,0,1.5,0.75,-3,3,-0.375
"C12H12O3","lignin","aromatic","aromatic",0.5238,-0.5,1,0.25,4,7,0.3333
"C9H16O5","amino_sugar","aliphatic","aliphatic",-0.0769,-0.6667,1.78,0.56,-3,2,-0.3333
"C13H16O2","lignin","unsaturated/lignin","unsaturated/lignin",0.4167,-0.9231,1.23,0.15,4,6,0.3077
"C10H20O4","protein","aliphatic","lipid",-0.125,-1.2,2,0.4,-3,1,-0.3
"C14H20O1","unsaturated_hydrocarbon","unsaturated/lignin","unsaturated/lignin",0.3333,-1.2857,1.43,0.07,4,5,0.2857
"C10H7O4N1","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7143,0.4,0.7,0.4,3,8,0.3
"C11H11O3N1","lignin","aromatic","aromatic",0.5294,-0.1818,1,0.27,3,7,0.2727
"C8H15O5N1","amino_sugar","aliphatic","aliphatic+N",-0.3333,-0.25,1.88,0.62,-4,2,-0.5
"C10H6O5","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7333,0.4,0.6,0.5,3,8,0.3
"C7H10O7","tannin","unsaturated/lignin","unsaturated/lignin",-0.1429,0.5714,1.43,1,-4,3,-0.5714
"C11H10O4","lignin","aromatic","aromatic",0.5556,-0.1818,0.91,0.36,3,7,0.2727
"C9H14O3","protein","aliphatic","aliphatic",0.2,-0.8889,1.56,0.33,0,3,0
"C8H14O6","carbohydrate","aliphatic","aliphatic",-0.2,-0.25,1.75,0.75,-4,2,-0.5
"C12H14O3","lignin","unsaturated/lignin","unsaturated/lignin",0.4286,-0.6667,1.17,0.25,3,6,0.25
"C9H18O3S1","protein","aliphatic","lipid",-0.2308,-1.1111,2,0.33,-3,1,-0.3333
"C9H18O5","amino_sugar","aliphatic","lipid",-0.2308,-0.8889,2,0.56,-4,1,-0.4444
"C13H18O2","lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-1.0769,1.38,0.15,3,5,0.2308
"C14H22O1","lipid","aliphatic","aliphatic",0.2593,-1.4286,1.57,0.07,3,4,0.2143
"C5H1O6N1","other","condensed aromatic","condensed aromatic",2,2.8,0.2,1.2,-1,6,-0.2
"C10H9O4N1","lignin","aromatic","aromatic",0.5714,0.2,0.9,0.4,2,7,0.2
"C11H13O3N1","lignin","unsaturated/lignin","unsaturated/lignin",0.4118,-0.3636,1.18,0.27,2,6,0.1818
"C9H4O6","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.8333,0.8889,0.44,0.67,2,8,0.2222
"C10H8O3S1","lignin","aromatic","aromatic",0.6,0,0.8,0.3,3,7,0.3
"C10H8O5","lignin","aromatic","aromatic",0.6,0.2,0.8,0.5,2,7,0.2
"C7H12O7","carbohydrate","aliphatic","aliphatic",-0.4286,0.2857,1.71,1,-5,2,-0.7143
"C11H12O4","lignin","unsaturated/lignin","unsaturated/lignin",0.4444,-0.3636,1.09,0.36,2,6,0.1818
"C8H16O4S1","protein","aliphatic","lipid",-0.4,-0.75,2,0.5,-4,1,-0.5
"C9H16O3","protein","aliphatic","aliphatic",0.0667,-1.1111,1.78,0.33,-1,2,-0.1111
"C8H16O6","carbohydrate","aliphatic","lipid",-0.4,-0.5,2,0.75,-5,1,-0.625
"C12H16O3","lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.8333,1.33,0.25,2,5,0.1667
"C9H20O3S1","protein","aliphatic","lipid",-0.3846,-1.3333,2.22,0.33,-4,0,-0.4444
"C13H20O2","lipid","aliphatic","aliphatic",0.25,-1.2308,1.54,0.15,2,4,0.1538
"C9H7O5N1","condensed_hydrocarbon","aromatic","aromatic",0.6364,0.6667,0.78,0.56,1,7,0.1111
"C7H11O4N1","amino_sugar","aliphatic","aliphatic+N",0,0,1.57,0.57,-2,3,-0.2857
"C10H11O4N1","lignin","unsaturated/lignin","unsaturated/lignin",0.4286,0,1.1,0.4,1,6,0.1
"C7H15O6N1","carbohydrate","aliphatic","lipid",-1,0,2.14,0.86,-6,1,-0.8571
"C11H15O3N1","lignin","unsaturated/lignin","unsaturated/lignin",0.2941,-0.5455,1.36,0.27,1,5,0.0909
"C9H6O6","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.6667,0.6667,0.67,0.67,1,7,0.1111
"C10H10O5","lignin","unsaturated/lignin","unsaturated/lignin",0.4667,0,1,0.5,1,6,0.1
"C8H14O4","protein","aliphatic","aliphatic",0,-0.75,1.75,0.5,-2,2,-0.25
"C11H14O4","lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.5455,1.27,0.36,1,5,0.0909
"C8H18O4S1","protein","aliphatic","lipid",-0.6,-1,2.25,0.5,-5,0,-0.625
"C8H19O4P1","other","aliphatic","lipid",-0.6,-1.375,2.38,0.5,-5,0,-0.625
"C9H18O3","protein","aliphatic","lipid",-0.0667,-1.3333,2,0.33,-2,1,-0.2222
"C12H18O3","lipid","aliphatic","aliphatic",0.2381,-1,1.5,0.25,1,4,0.0833
"C13H22O2","lipid","aliphatic","aliphatic",0.1667,-1.3846,1.69,0.15,1,3,0.0769
"C8H5O6N1","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.75,1.25,0.62,0.75,0,7,0
"C9H9O5N1","lignin","unsaturated/lignin","unsaturated/lignin",0.4545,0.4444,1,0.56,0,6,0
"C10H13O4N1","lignin","unsaturated/lignin","unsaturated/lignin",0.2857,-0.2,1.3,0.4,0,5,0
"C9H8O6","tannin","unsaturated/lignin","unsaturated/lignin",0.5,0.4444,0.89,0.67,0,6,0
"C13H8O3","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7391,-0.1538,0.62,0.23,7,10,0.5385
"C10H12O3S1","lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.4,1.2,0.3,1,5,0.1
"C10H12O5","lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.2,1.2,0.5,0,5,0
"C11H16O4","lignin","unsaturated/lignin","unsaturated/lignin",0.2222,-0.7273,1.45,0.36,0,4,0
"C12H20O3","lipid","aliphatic","aliphatic",0.1429,-1.1667,1.67,0.25,0,3,0
"C13H24O2","lipid","aliphatic","aliphatic",0.0833,-1.5385,1.85,0.15,0,2,0
"C8H7O6N1","tannin","unsaturated/lignin","unsaturated/lignin",0.5,1,0.88,0.75,-1,6,-0.125
"C12H7O3N1","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7895,0.1667,0.58,0.25,6,10,0.5
"C9H11O5N1","lignin","unsaturated/lignin","unsaturated/lignin",0.2727,0.2222,1.22,0.56,-1,5,-0.1111
"C10H15O4N1","protein","aliphatic","aliphatic+N",0.1429,-0.4,1.5,0.4,-1,4,-0.1
"C11H19O3N1","lipid","aliphatic","aliphatic+N",0.0588,-0.9091,1.73,0.27,-1,3,-0.0909
"C9H6O4","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7143,0.2222,0.67,0.44,3,7,0.3333
"C8H6O7","condensed_hydrocarbon","aromatic","aromatic",0.5556,1,0.75,0.88,-1,6,-0.125
"C12H6O4","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.8,0.1667,0.5,0.33,6,10,0.5
"C9H10O4S1","lignin","unsaturated/lignin","unsaturated/lignin",0.3333,0,1.11,0.44,0,5,0
"C10H10O3","lignin","aromatic","aromatic",0.5294,-0.4,1,0.3,3,6,0.3
"C9H10O6","tannin","unsaturated/lignin","unsaturated/lignin",0.3333,0.2222,1.11,0.67,-1,5,-0.1111
"C13H10O3","condensed_hydrocarbon","aromatic","aromatic",0.6522,-0.3077,0.77,0.23,6,9,0.4615
"C10H14O5","lignin","unsaturated/lignin","unsaturated/lignin",0.2,-0.4,1.4,0.5,-1,4,-0.1
"C14H14O2","lignin","aromatic","aromatic",0.5385,-0.7143,1,0.14,6,8,0.4286
"C11H18O4","protein","aliphatic","aliphatic",0.1111,-0.9091,1.64,0.36,-1,3,-0.0909
"C12H22O3","lipid","aliphatic","aliphatic",0.0476,-1.3333,1.83,0.25,-1,2,-0.0833
"C9H13O5N1","lignin","unsaturated/lignin","unsaturated/lignin",0.0909,0,1.44,0.56,-2,4,-0.2222
"C10H17O4N1","protein","aliphatic","aliphatic+N",0,-0.6,1.7,0.4,-2,3,-0.2
"C11H21O3N1","lipid","aliphatic","aliphatic+N",-0.0588,-1.0909,1.91,0.27,-2,2,-0.1818
"C8H4O5","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.8182,0.75,0.5,0.62,2,7,0.25
"C9H8O4","lignin","aromatic","aromatic",0.5714,0,0.89,0.44,2,6,0.2222
"C8H8O7","tannin","unsaturated/lignin","unsaturated/lignin",0.3333,0.75,1,0.88,-2,5,-0.25
"C6H12O6","carbohydrate","aliphatic","carbohydrate",-0.6667,0,2,1,-5,1,-0.8333
"C12H8O4","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7,0,0.67,0.33,5,9,0.4167
"C10H12O3","lignin","unsaturated/lignin","unsaturated/lignin",0.4118,-0.6,1.2,0.3,2,5,0.2
"C9H12O6","tannin","unsaturated/lignin","unsaturated/lignin",0.1667,0,1.33,0.67,-2,4,-0.2222
"C13H12O3","lignin","aromatic","aromatic",0.5652,-0.4615,0.92,0.23,5,8,0.3846
"C10H16O5","protein","aliphatic","aliphatic",0.0667,-0.6,1.6,0.5,-2,3,-0.2
"C14H16O2","lignin","unsaturated/lignin","unsaturated/lignin",0.4615,-0.8571,1.14,0.14,5,7,0.3571
"C11H20O4","protein","aliphatic","aliphatic",0,-1.0909,1.82,0.36,-2,2,-0.1818
"C12H24O3","lipid","aliphatic","lipid",-0.0476,-1.5,2,0.25,-2,1,-0.1667
"C11H7O4N1","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.75,0.3636,0.64,0.36,4,9,0.3636
"C9H15O5N1","amino_sugar","aliphatic","aliphatic+N",-0.0909,-0.2222,1.67,0.56,-3,3,-0.3333
"C10H19O4N1","protein","aliphatic","aliphatic+N",-0.1429,-0.8,1.9,0.4,-3,2,-0.3
"C11H6O5","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7647,0.3636,0.55,0.45,4,9,0.3636
"C9H10O4","lignin","unsaturated/lignin","unsaturated/lignin",0.4286,-0.2222,1.11,0.44,1,5,0.1111
"C12H11O2P1","lignin","aromatic","aromatic",0.6,-0.5833,0.92,0.17,5,8,0.4167
"C6H14O6","other","aliphatic","carbohydrate",-1,-0.3333,2.33,1,-6,0,-1
"C12H10O4","lignin","aromatic","aromatic",0.6,-0.1667,0.83,0.33,4,8,0.3333
"C10H14O3","lignin","unsaturated/lignin","unsaturated/lignin",0.2941,-0.8,1.4,0.3,1,4,0.1
"C9H14O6","amino_sugar","aliphatic","aliphatic",0,-0.2222,1.56,0.67,-3,3,-0.3333
"C13H14O3","lignin","unsaturated/lignin","unsaturated/lignin",0.4783,-0.6154,1.08,0.23,4,7,0.3077
"C10H18O5","protein","aliphatic","aliphatic",-0.0667,-0.8,1.8,0.5,-3,2,-0.3
"C14H18O2","lignin","unsaturated/lignin","unsaturated/lignin",0.3846,-1,1.29,0.14,4,6,0.2857
"C11H22O4","protein","aliphatic","lipid",-0.1111,-1.2727,2,0.36,-3,1,-0.2727
"C11H9O4N1","lignin","aromatic","aromatic",0.625,0.1818,0.82,0.36,3,8,0.2727
"C11H8O5","condensed_hydrocarbon","aromatic","aromatic",0.6471,0.1818,0.73,0.45,3,8,0.2727
"C9H12O4","lignin","unsaturated/lignin","unsaturated/lignin",0.2857,-0.4444,1.33,0.44,0,4,0
"C12H12O4","lignin","unsaturated/lignin","unsaturated/lignin",0.5,-0.3333,1,0.33,3,7,0.25
"C9H17O4P1","protein","aliphatic","aliphatic",-0.1667,-1,1.89,0.44,-3,2,-0.3333
"C10H16O3","protein","aliphatic","aliphatic",0.1765,-1,1.6,0.3,0,3,0
"C9H16O6","amino_sugar","aliphatic","aliphatic",-0.1667,-0.4444,1.78,0.67,-4,2,-0.4444
"C13H16O3","lignin","unsaturated/lignin","unsaturated/lignin",0.3913,-0.7692,1.23,0.23,3,6,0.2308
"C10H20O5","protein","aliphatic","lipid",-0.2,-1,2,0.5,-4,1,-0.4
"C14H20O2","lignin","unsaturated/lignin","unsaturated/lignin",0.3077,-1.1429,1.43,0.14,3,5,0.2143
"C15H24O1","lipid","aliphatic","aliphatic",0.2414,-1.4667,1.6,0.07,3,4,0.2
"C10H7O5N1","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.6923,0.6,0.7,0.5,2,8,0.2
"C11H11O4N1","lignin","unsaturated/lignin","unsaturated/lignin",0.5,0,1,0.36,2,7,0.1818
"C12H15O3N1","lignin","unsaturated/lignin","unsaturated/lignin",0.3684,-0.5,1.25,0.25,2,6,0.1667
"C11H6O3","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7895,0,0.55,0.27,6,9,0.5455
"C10H6O6","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7143,0.6,0.6,0.6,2,8,0.2
"C11H10O5","lignin","aromatic","aromatic",0.5294,0,0.91,0.45,2,7,0.1818
"C9H14O4","protein","aliphatic","aliphatic",0.1429,-0.6667,1.56,0.44,-1,3,-0.1111
"C8H14O7","carbohydrate","aliphatic","aliphatic",-0.3333,0,1.75,0.88,-5,2,-0.625
"C12H14O4","lignin","unsaturated/lignin","unsaturated/lignin",0.4,-0.5,1.17,0.33,2,6,0.1667
"C9H18O4S1","protein","aliphatic","lipid",-0.3333,-0.8889,2,0.44,-4,1,-0.4444
"C9H19O4P1","protein","aliphatic","lipid",-0.3333,-1.2222,2.11,0.44,-4,1,-0.4444
"C10H18O3","protein","aliphatic","aliphatic",0.0588,-1.2,1.8,0.3,-1,2,-0.1
"C13H18O3","lignin","unsaturated/lignin","unsaturated/lignin",0.3043,-0.9231,1.38,0.23,2,5,0.1538
"C10H22O3S1","protein","aliphatic","lipid",-0.3333,-1.4,2.2,0.3,-4,0,-0.4
"C14H22O2","lipid","aliphatic","aliphatic",0.2308,-1.2857,1.57,0.14,2,4,0.1429
"C6H5O6N1","tannin","unsaturated/lignin","unsaturated/lignin",0.5,1.6667,0.83,1,-2,5,-0.3333
"C10H9O5N1","lignin","aromatic","aromatic",0.5385,0.4,0.9,0.5,1,7,0.1
"C11H13O4N1","lignin","unsaturated/lignin","unsaturated/lignin",0.375,-0.1818,1.18,0.36,1,6,0.0909
"C9H17O3N1","protein","aliphatic","aliphatic+N",-0.0769,-0.8889,1.89,0.33,-2,2,-0.2222
"C8H17O6N1","carbohydrate","aliphatic","lipid",-0.75,-0.25,2.12,0.75,-6,1,-0.75
"C12H17O3N1","lignin","unsaturated/lignin","unsaturated/lignin",0.2632,-0.6667,1.42,0.25,1,5,0.0833
"C10H8O4S1","lignin","aromatic","aromatic",0.5714,0.2,0.8,0.4,2,7,0.2
"C10H8O6","lignin","aromatic","aromatic",0.5714,0.4,0.8,0.6,1,7,0.1
"C11H12O5","lignin","unsaturated/lignin","unsaturated/lignin",0.4118,-0.1818,1.09,0.45,1,6,0.0909
"C9H16O4","protein","aliphatic","aliphatic",0,-0.8889,1.78,0.44,-2,2,-0.2222
"C12H16O4","lignin","unsaturated/lignin","unsaturated/lignin",0.3,-0.6667,1.33,0.33,1,5,0.0833
"C9H20O4S1","protein","aliphatic","lipid",-0.5,-1.1111,2.22,0.44,-5,0,-0.5556
"C10H20O3","protein","aliphatic","lipid",-0.0588,-1.4,2,0.3,-2,1,-0.2
"C13H20O3","lipid","aliphatic","aliphatic",0.2174,-1.0769,1.54,0.23,1,4,0.0769
"C14H24O2","lipid","aliphatic","aliphatic",0.1538,-1.4286,1.71,0.14,1,3,0.0714
"C10H11O5N1","lignin","unsaturated/lignin","unsaturated/lignin",0.3846,0.2,1.1,0.5,0,6,0
"C8H15O4N1","protein","aliphatic","aliphatic+N",-0.2,-0.5,1.88,0.5,-3,2,-0.375
"C11H15O4N1","lignin","unsaturated/lignin","unsaturated/lignin",0.25,-0.3636,1.36,0.36,0,5,0
"C9H6O7","condensed_hydrocarbon","aromatic","aromatic",0.6364,0.8889,0.67,0.78,0,7,0
"C10H10O6","lignin","unsaturated/lignin","unsaturated/lignin",0.4286,0.2,1,0.6,0,6,0
"C8H14O5","amino_sugar","aliphatic","aliphatic",-0.0909,-0.5,1.75,0.62,-3,2,-0.375
"C14H10O3","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.68,-0.2857,0.71,0.21,7,10,0.5
"C11H14O3S1","lignin","unsaturated/lignin","unsaturated/lignin",0.2941,-0.5455,1.27,0.27,1,5,0.0909
"C11H14O5","lignin","unsaturated/lignin","unsaturated/lignin",0.2941,-0.3636,1.27,0.45,0,5,0
"C8H18O5S1","other","aliphatic","lipid",-0.7778,-0.75,2.25,0.62,-6,0,-0.75
"C12H18O4","protein","aliphatic","aliphatic",0.2,-0.8333,1.5,0.33,0,4,0
"C13H22O3","lipid","aliphatic","aliphatic",0.1304,-1.2308,1.69,0.23,0,3,0
"C9H9O6N1","tannin","unsaturated/lignin","unsaturated/lignin",0.4,0.6667,1,0.67,-1,6,-0.1111
"C13H9O3N1","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7143,0,0.69,0.23,6,10,0.4615
"C10H13O5N1","lignin","unsaturated/lignin","unsaturated/lignin",0.2308,0,1.3,0.5,-1,5,-0.1
"C11H17O4N1","protein","aliphatic","aliphatic+N",0.125,-0.5455,1.55,0.36,-1,4,-0.0909
"C12H21O3N1","lipid","aliphatic","aliphatic+N",0.0526,-1,1.75,0.25,-1,3,-0.0833
"C9H8O7","tannin","unsaturated/lignin","unsaturated/lignin",0.4545,0.6667,0.89,0.78,-1,6,-0.1111
"C7H12O6","carbohydrate","aliphatic","aliphatic",-0.25,0,1.71,0.86,-4,2,-0.5714
"C13H8O4","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7273,0,0.62,0.31,6,10,0.4615
"C10H12O4S1","lignin","unsaturated/lignin","unsaturated/lignin",0.2857,-0.2,1.2,0.4,0,5,0
"C11H12O3","lignin","unsaturated/lignin","unsaturated/lignin",0.4737,-0.5455,1.09,0.27,3,6,0.2727
"C10H12O6","lignin","unsaturated/lignin","unsaturated/lignin",0.2857,0,1.2,0.6,-1,5,-0.1
"C14H12O3","lignin","aromatic","aromatic",0.6,-0.4286,0.86,0.21,6,9,0.4286
"C11H16O5","lignin","unsaturated/lignin","unsaturated/lignin",0.1765,-0.5455,1.45,0.45,-1,4,-0.0909
"C12H20O4","protein","aliphatic","aliphatic",0.1,-1,1.67,0.33,-1,3,-0.0833
"C13H24O3","lipid","aliphatic","aliphatic",0.0435,-1.3846,1.85,0.23,-1,2,-0.0769
"C12H7O4N1","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7778,0.3333,0.58,0.33,5,10,0.4167
"C13H11O3N1","lignin","aromatic","aromatic",0.619,-0.1538,0.85,0.23,5,9,0.3846
"C10H15O5N1","protein","aliphatic","aliphatic+N",0.0769,-0.2,1.5,0.5,-2,4,-0.2
"C11H19O4N1","protein","aliphatic","aliphatic+N",0,-0.7273,1.73,0.36,-2,3,-0.1818
"C12H23O3N1","lipid","aliphatic","aliphatic+N",-0.0526,-1.1667,1.92,0.25,-2,2,-0.1667
"C12H6O5","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7895,0.3333,0.5,0.42,5,10,0.4167
"C9H10O5S1","lignin","unsaturated/lignin","unsaturated/lignin",0.2727,0.2222,1.11,0.56,-1,5,-0.1111
"C10H10O4","lignin","unsaturated/lignin","unsaturated/lignin",0.5,-0.2,1,0.4,2,6,0.2
"C9H10O7","tannin","unsaturated/lignin","unsaturated/lignin",0.2727,0.4444,1.11,0.78,-2,5,-0.2222
"C7H14O6","carbohydrate","aliphatic","lipid",-0.5,-0.2857,2,0.86,-5,1,-0.7143
"C13H10O4","condensed_hydrocarbon","aromatic","aromatic",0.6364,-0.1538,0.77,0.31,5,9,0.3846
"C11H14O3","lignin","unsaturated/lignin","unsaturated/lignin",0.3684,-0.7273,1.27,0.27,2,5,0.1818
"C10H14O6","lignin","unsaturated/lignin","unsaturated/lignin",0.1429,-0.2,1.4,0.6,-2,4,-0.2
"C14H14O3","lignin","aromatic","aromatic",0.52,-0.5714,1,0.21,5,8,0.3571
"C11H18O5","protein","aliphatic","aliphatic",0.0588,-0.7273,1.64,0.45,-2,3,-0.1818
"C12H22O4","protein","aliphatic","aliphatic",0,-1.1667,1.83,0.33,-2,2,-0.1667
"C13H26O3","lipid","aliphatic","lipid",-0.0435,-1.5385,2,0.23,-2,1,-0.1538
"C12H9O4N1","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.6667,0.1667,0.75,0.33,4,9,0.3333
"C10H17O5N1","protein","aliphatic","aliphatic+N",-0.0769,-0.4,1.7,0.5,-3,3,-0.3
"C11H21O4N1","protein","aliphatic","aliphatic+N",-0.125,-0.9091,1.91,0.36,-3,2,-0.2727
"C12H8O5","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.6842,0.1667,0.67,0.42,4,9,0.3333
"C10H12O4","lignin","unsaturated/lignin","unsaturated/lignin",0.375,-0.4,1.2,0.4,1,5,0.1
"C9H12O7","tannin","unsaturated/lignin","unsaturated/lignin",0.0909,0.2222,1.33,0.78,-3,4,-0.3333
"C13H12O4","lignin","aromatic","aromatic",0.5455,-0.3077,0.92,0.31,4,8,0.3077
"C11H16O3","lignin","unsaturated/lignin","unsaturated/lignin",0.2632,-0.9091,1.45,0.27,1,4,0.0909
"C10H16O6","amino_sugar","aliphatic","aliphatic",0,-0.4,1.6,0.6,-3,3,-0.3
"C14H16O3","lignin","unsaturated/lignin","unsaturated/lignin",0.44,-0.7143,1.14,0.21,4,7,0.2857
"C11H20O5","protein","aliphatic","aliphatic",-0.0588,-0.9091,1.82,0.45,-3,2,-0.2727
"C15H20O2","lignin","unsaturated/lignin","unsaturated/lignin",0.3571,-1.0667,1.33,0.13,4,6,0.2667
"C12H24O4","protein","aliphatic","lipid",-0.1,-1.3333,2,0.33,-3,1,-0.25
"C7H3O6N1","condensed_hydrocarbon","condensed aromatic","condensed aromatic",1,1.7143,0.43,0.86,0,7,0
"C11H7O5N1","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7333,0.5455,0.64,0.45,3,9,0.2727
"C12H11O4N1","lignin","aromatic","aromatic",0.5556,0,0.92,0.33,3,8,0.25
"C10H19O5N1","protein","aliphatic","aliphatic+N",-0.2308,-0.6,1.9,0.5,-4,2,-0.4
"C14H19O2N1","lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.8571,1.36,0.14,3,6,0.2143
"C11H6O6","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.75,0.5455,0.55,0.55,3,9,0.2727
"C12H10O5","lignin","aromatic","aromatic",0.5789,0,0.83,0.42,3,8,0.25
"C10H14O4","lignin","unsaturated/lignin","unsaturated/lignin",0.25,-0.6,1.4,0.4,0,4,0
"C9H14O7","carbohydrate","aliphatic","aliphatic",-0.0909,0,1.56,0.78,-4,3,-0.4444
"C13H14O4","lignin","unsaturated/lignin","unsaturated/lignin",0.4545,-0.4615,1.08,0.31,3,7,0.2308
"C10H18O4S1","protein","aliphatic","aliphatic",-0.1429,-0.8,1.8,0.4,-3,2,-0.3
"C11H18O3","lipid","aliphatic","aliphatic",0.1579,-1.0909,1.64,0.27,0,3,0
"C10H18O6","amino_sugar","aliphatic","aliphatic",-0.1429,-0.6,1.8,0.6,-4,2,-0.4
"C14H18O3","lignin","unsaturated/lignin","unsaturated/lignin",0.36,-0.8571,1.29,0.21,3,6,0.2143
"C11H22O5","protein","aliphatic","lipid",-0.1765,-1.0909,2,0.45,-4,1,-0.3636
"C15H22O2","lignin","unsaturated/lignin","unsaturated/lignin",0.2857,-1.2,1.47,0.13,3,5,0.2
"C11H9O5N1","lignin","aromatic","aromatic",0.6,0.3636,0.82,0.45,2,8,0.1818
"C12H13O4N1","lignin","unsaturated/lignin","unsaturated/lignin",0.4444,-0.1667,1.08,0.33,2,7,0.1667
"C10H17O3N1","protein","aliphatic","aliphatic+N",0.0667,-0.8,1.7,0.3,-1,3,-0.1
"C13H17O3N1","lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.6154,1.31,0.23,2,6,0.1538
"C14H21O2N1","lipid","aliphatic","aliphatic+N",0.25,-1,1.5,0.14,2,5,0.1429
"C11H8O6","condensed_hydrocarbon","aromatic","aromatic",0.625,0.3636,0.73,0.55,2,8,0.1818
"C8H13O6P1","carbohydrate","aliphatic","aliphatic",-0.25,-0.125,1.62,0.75,-4,3,-0.5
"C12H12O3S1","lignin","unsaturated/lignin","unsaturated/lignin",0.4737,-0.3333,1,0.25,3,7,0.25
"C12H12O5","lignin","unsaturated/lignin","unsaturated/lignin",0.4737,-0.1667,1,0.42,2,7,0.1667
"C9H16O5S1","amino_sugar","aliphatic","aliphatic",-0.2727,-0.4444,1.78,0.56,-4,2,-0.4444
"C10H16O4","protein","aliphatic","aliphatic",0.125,-0.8,1.6,0.4,-1,3,-0.1
"C13H16O4","lignin","unsaturated/lignin","unsaturated/lignin",0.3636,-0.6154,1.23,0.31,2,6,0.1538
"C10H20O4S1","protein","aliphatic","lipid",-0.2857,-1,2,0.4,-4,1,-0.4
"C10H21O4P1","protein","aliphatic","lipid",-0.2857,-1.3,2.1,0.4,-4,1,-0.4
"C11H20O3","lipid","aliphatic","aliphatic",0.0526,-1.2727,1.82,0.27,-1,2,-0.0909
"C14H20O3","lignin","unsaturated/lignin","unsaturated/lignin",0.28,-1,1.43,0.21,2,5,0.1429
