"formula","EMSL_class","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"C14H23O4P1","lipid","aliphatic","aliphatic",0.0909,-1.0714,1.64,0.29,-1,4,-0.0714
"C14H22O6","protein","aliphatic","aliphatic",0.0909,-0.7143,1.57,0.43,-2,4,-0.1429
"C12H26O5","protein","aliphatic","lipid",-0.2632,-1.3333,2.17,0.42,-5,0,-0.4167
"C15H26O5","protein","aliphatic","aliphatic",0.04,-1.0667,1.73,0.33,-2,3,-0.1333
"C19H26O2","unsaturated_hydrocarbon","unsaturated/lignin","unsaturated/lignin",0.3333,-1.1579,1.37,0.11,5,7,0.2632
"C16H30O4","lipid","aliphatic","aliphatic",0,-1.375,1.88,0.25,-2,2,-0.125
"C17H34O3","lipid","aliphatic","lipid",-0.0323,-1.6471,2,0.18,-2,1,-0.1176
"C14H9O6N1","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7,0.4286,0.64,0.43,4,11,0.2857
"C15H13O5N1","lignin","aromatic","aromatic",0.5652,0,0.87,0.33,4,10,0.2667
"C16H17O4N1","lignin","unsaturated/lignin","unsaturated/lignin",0.4615,-0.375,1.06,0.25,4,9,0.25
"C15H29O4N1","lipid","aliphatic","aliphatic+N",-0.0833,-1.2,1.93,0.27,-3,2,-0.2
"C14H8O7","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7143,0.4286,0.57,0.5,4,11,0.2857
"C18H9O2P1","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.8125,-0.2778,0.5,0.11,12,15,0.6667
"C11H12O9","tannin","unsaturated/lignin","unsaturated/lignin",0.2308,0.5455,1.09,0.82,-3,6,-0.2727
"C15H12O6","lignin","aromatic","aromatic",0.5833,0,0.8,0.4,4,10,0.2667
"C12H16O6S1","lignin","unsaturated/lignin","unsaturated/lignin",0.125,-0.1667,1.33,0.5,-2,5,-0.1667
"C12H16O8","tannin","unsaturated/lignin","unsaturated/lignin",0.125,0,1.33,0.67,-3,5,-0.25
"C17H16O2","unsaturated_hydrocarbon","aromatic","aromatic",0.5625,-0.7059,0.94,0.12,8,10,0.4706
"C16H16O5","lignin","unsaturated/lignin","unsaturated/lignin",0.4815,-0.375,1,0.31,4,9,0.25
"C13H20O5S1","protein","aliphatic","aliphatic",0.0526,-0.6154,1.54,0.38,-2,4,-0.1538
"C13H20O7","protein","aliphatic","aliphatic",0.0526,-0.4615,1.54,0.54,-3,4,-0.2308
"C17H20O4","lignin","unsaturated/lignin","unsaturated/lignin",0.4,-0.7059,1.18,0.24,4,8,0.2353
"C14H24O4S1","lipid","aliphatic","aliphatic",0,-1,1.71,0.29,-2,3,-0.1429
"C14H24O6","protein","aliphatic","aliphatic",0,-0.8571,1.71,0.43,-3,3,-0.2143
"C15H28O5","protein","aliphatic","aliphatic",-0.04,-1.2,1.87,0.33,-3,2,-0.2
"C16H32O4","lipid","aliphatic","lipid",-0.0714,-1.5,2,0.25,-3,1,-0.1875
"C13H7O7N1","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7647,0.7692,0.54,0.54,3,11,0.2308
"C14H11O6N1","condensed_hydrocarbon","aromatic","aromatic",0.6,0.2857,0.79,0.43,3,10,0.2143
"C18H11O3N1","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7419,-0.1111,0.61,0.17,10,14,0.5556
"C14H27O5N1","protein","aliphatic","aliphatic+N",-0.1429,-1,1.93,0.36,-4,2,-0.2857
"C14H10O7","condensed_hydrocarbon","aromatic","aromatic",0.619,0.2857,0.71,0.5,3,10,0.2143
"C11H14O7S1","lignin","unsaturated/lignin","unsaturated/lignin",0.0769,0.1818,1.27,0.64,-3,5,-0.2727
"C11H14O9","tannin","unsaturated/lignin","unsaturated/lignin",0.0769,0.3636,1.27,0.82,-4,5,-0.3636
"C15H14O6","lignin","unsaturated/lignin","unsaturated/lignin",0.5,-0.1333,0.93,0.4,3,9,0.2
"C12H18O6S1","protein","aliphatic","aliphatic",0,-0.3333,1.5,0.5,-3,4,-0.25
"C16H18O5","lignin","unsaturated/lignin","unsaturated/lignin",0.4074,-0.5,1.12,0.31,3,8,0.1875
"C13H22O5S1","protein","aliphatic","aliphatic",-0.0526,-0.7692,1.69,0.38,-3,3,-0.2308
"C13H22O7","protein","aliphatic","aliphatic",-0.0526,-0.6154,1.69,0.54,-4,3,-0.3077
"C17H22O4","lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.8235,1.29,0.24,3,7,0.1765
"C14H26O4S1","lipid","aliphatic","aliphatic",-0.0909,-1.1429,1.86,0.29,-3,2,-0.2143
"C14H26O6","protein","aliphatic","aliphatic",-0.0909,-1,1.86,0.43,-4,2,-0.2857
"C18H26O3","lignin","unsaturated/lignin","unsaturated/lignin",0.2727,-1.1111,1.44,0.17,3,6,0.1667
"C16H30O2","lipid","aliphatic","aliphatic",0.0667,-1.625,1.88,0.12,0,2,0
"C15H30O5","protein","aliphatic","lipid",-0.12,-1.3333,2,0.33,-4,1,-0.2667
"C14H13O6N1","lignin","unsaturated/lignin","unsaturated/lignin",0.5,0.1429,0.93,0.43,2,9,0.1429
"C15H17O5N1","lignin","unsaturated/lignin","unsaturated/lignin",0.3913,-0.2667,1.13,0.33,2,8,0.1333
"C13H21O4N1","protein","aliphatic","aliphatic+N",0.1,-0.7692,1.62,0.31,-1,4,-0.0769
"C13H8O8","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.6667,0.6154,0.62,0.62,2,10,0.1538
"C14H12O7","lignin","aromatic","aromatic",0.5238,0.1429,0.86,0.5,2,9,0.1429
"C11H16O7S1","lignin","unsaturated/lignin","unsaturated/lignin",-0.0769,0,1.45,0.64,-4,4,-0.3636
"C15H16O6","lignin","unsaturated/lignin","unsaturated/lignin",0.4167,-0.2667,1.07,0.4,2,8,0.1333
"C12H20O6S1","protein","aliphatic","aliphatic",-0.125,-0.5,1.67,0.5,-4,3,-0.3333
"C16H20O3S1","lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.75,1.25,0.19,3,7,0.1875
"C12H20O8","amino_sugar","aliphatic","aliphatic",-0.125,-0.3333,1.67,0.67,-5,3,-0.4167
"C16H20O5","lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.625,1.25,0.31,2,7,0.125
"C13H24O5S1","protein","aliphatic","aliphatic",-0.1579,-0.9231,1.85,0.38,-4,2,-0.3077
"C13H25O5P1","protein","aliphatic","aliphatic",-0.1579,-1.1538,1.92,0.38,-4,2,-0.3077
"C13H24O7","protein","aliphatic","aliphatic",-0.1579,-0.7692,1.85,0.54,-5,2,-0.3846
"C18H24O1","unsaturated_hydrocarbon","unsaturated/lignin","unsaturated/lignin",0.3714,-1.2222,1.33,0.06,6,7,0.3333
"C14H29O2S1P1","lipid","aliphatic","lipid",-0.1818,-1.6429,2.07,0.14,-3,1,-0.2143
"C17H24O4","lignin","unsaturated/lignin","unsaturated/lignin",0.2667,-0.9412,1.41,0.24,2,6,0.1176
"C14H28O4S1","lipid","aliphatic","lipid",-0.1818,-1.2857,2,0.29,-4,1,-0.2857
"C14H28O6","protein","aliphatic","lipid",-0.1818,-1.1429,2,0.43,-5,1,-0.3571
"C18H28O3","lipid","aliphatic","aliphatic",0.2121,-1.2222,1.56,0.17,2,5,0.1111
"C15H32O3S1","lipid","aliphatic","lipid",-0.2,-1.6,2.13,0.2,-4,0,-0.2667
"C14H15O6N1","lignin","unsaturated/lignin","unsaturated/lignin",0.4,0,1.07,0.43,1,8,0.0714
"C15H19O5N1","lignin","unsaturated/lignin","unsaturated/lignin",0.3043,-0.4,1.27,0.33,1,7,0.0667
"C12H24O5N1P1","protein","aliphatic","lipid",-0.3333,-0.9167,2,0.42,-5,2,-0.4167
"C13H28O4N1P1","protein","aliphatic","lipid",-0.3333,-1.3077,2.15,0.31,-5,1,-0.3846
"C15H31O2N1","lipid","aliphatic","lipid",-0.0769,-1.6,2.07,0.13,-2,1,-0.1333
"C14H31O5N1","protein","aliphatic","lipid",-0.3333,-1.2857,2.21,0.36,-6,0,-0.4286
"C12H6O9","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7333,1,0.5,0.75,1,10,0.0833
"C13H10O8","condensed_hydrocarbon","aromatic","aromatic",0.5556,0.4615,0.77,0.62,1,9,0.0769
"C14H14O7","lignin","unsaturated/lignin","unsaturated/lignin",0.4286,0,1,0.5,1,8,0.0714
"C11H18O7S1","amino_sugar","aliphatic","aliphatic",-0.2308,-0.1818,1.64,0.64,-5,3,-0.4545
"C15H18O6","lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.4,1.2,0.4,1,7,0.0667
"C12H22O6S1","protein","aliphatic","aliphatic",-0.25,-0.6667,1.83,0.5,-5,2,-0.4167
"C12H22O8","amino_sugar","aliphatic","aliphatic",-0.25,-0.5,1.83,0.67,-6,2,-0.5
"C17H22O2","unsaturated_hydrocarbon","unsaturated/lignin","unsaturated/lignin",0.375,-1.0588,1.29,0.12,5,7,0.2941
"C16H22O5","lignin","unsaturated/lignin","unsaturated/lignin",0.2593,-0.75,1.38,0.31,1,6,0.0625
"C13H26O5S1","protein","aliphatic","lipid",-0.2632,-1.0769,2,0.38,-5,1,-0.3846
"C18H26O1","unsaturated_hydrocarbon","unsaturated/lignin","unsaturated/lignin",0.3143,-1.3333,1.44,0.06,5,6,0.2778
"C17H26O4","lipid","aliphatic","aliphatic",0.2,-1.0588,1.53,0.24,1,5,0.0588
"C14H30O4S1","lipid","aliphatic","lipid",-0.2727,-1.4286,2.14,0.29,-5,0,-0.3571
"C18H30O3","lipid","aliphatic","aliphatic",0.1515,-1.3333,1.67,0.17,1,4,0.0556
"C16H34O2","lipid","aliphatic","lipid",-0.0667,-1.875,2.12,0.12,-2,0,-0.125
"C14H17O6N1","lignin","unsaturated/lignin","unsaturated/lignin",0.3,-0.1429,1.21,0.43,0,7,0
"C11H22O6N1P1","protein","aliphatic","lipid",-0.5,-0.6364,2,0.55,-6,2,-0.5455
"C15H21O5N1","lignin","unsaturated/lignin","unsaturated/lignin",0.2174,-0.5333,1.4,0.33,0,6,0
"C14H29O3N1","lipid","aliphatic","lipid",-0.1304,-1.4286,2.07,0.21,-3,1,-0.2143
"C16H8O6","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7692,0.25,0.5,0.38,7,13,0.4375
"C13H12O6S1","lignin","unsaturated/lignin","unsaturated/lignin",0.4444,0.1538,0.92,0.46,1,8,0.0769
"C13H12O8","lignin","unsaturated/lignin","unsaturated/lignin",0.4444,0.3077,0.92,0.62,0,8,0
"C17H12O5","condensed_hydrocarbon","aromatic","aromatic",0.6552,-0.1176,0.71,0.29,7,12,0.4118
"C14H16O7","lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.1429,1.14,0.5,0,7,0
"C11H20O7S1","amino_sugar","aliphatic","aliphatic",-0.3846,-0.3636,1.82,0.64,-6,2,-0.5455
"C11H21O7P1","amino_sugar","aliphatic","aliphatic",-0.3846,-0.6364,1.91,0.64,-6,2,-0.5455
"C18H16O4","lignin","aromatic","aromatic",0.5625,-0.4444,0.89,0.22,7,11,0.3889
"C12H24O6S1","protein","aliphatic","lipid",-0.375,-0.8333,2,0.5,-6,1,-0.5
"C19H20O3","lignin","unsaturated/lignin","unsaturated/lignin",0.4857,-0.7368,1.05,0.16,7,10,0.3684
"C16H24O3S1","lipid","aliphatic","aliphatic",0.1852,-1,1.5,0.19,1,5,0.0625
"C12H24O8","amino_sugar","aliphatic","lipid",-0.375,-0.6667,2,0.67,-7,1,-0.5833
"C16H24O5","protein","aliphatic","aliphatic",0.1852,-0.875,1.5,0.31,0,5,0
"C13H28O5S1","protein","aliphatic","lipid",-0.3684,-1.2308,2.15,0.38,-6,0,-0.4615
"C17H28O4","lipid","aliphatic","aliphatic",0.1333,-1.1765,1.65,0.24,0,4,0
"C15H32O3","lipid","aliphatic","lipid",-0.1111,-1.7333,2.13,0.2,-3,0,-0.2
"C18H32O3","lipid","aliphatic","aliphatic",0.0909,-1.4444,1.78,0.17,0,3,0
"C10H15O7N1","carbohydrate","aliphatic","aliphatic+N",-0.0909,0.2,1.5,0.7,-4,4,-0.4
"C16H11O5N1","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.68,0.125,0.69,0.31,6,12,0.375
"C11H19O6N1","protein","aliphatic","aliphatic+N",-0.1429,-0.3636,1.73,0.55,-4,3,-0.3636
"C14H19O6N1","lignin","unsaturated/lignin","unsaturated/lignin",0.2,-0.2857,1.36,0.43,-1,6,-0.0714
"C15H23O5N1","protein","aliphatic","aliphatic+N",0.1304,-0.6667,1.53,0.33,-1,5,-0.0667
"C14H31O3N1","lipid","aliphatic","lipid",-0.2174,-1.5714,2.21,0.21,-4,0,-0.2857
"C12H10O9","tannin","unsaturated/lignin","unsaturated/lignin",0.4667,0.6667,0.83,0.75,-1,8,-0.0833
"C23H6O1","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.9111,-0.1739,0.26,0.04,20,21,0.8696
"C16H10O6","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.6923,0.125,0.62,0.38,6,12,0.375
"C13H14O6S1","lignin","unsaturated/lignin","unsaturated/lignin",0.3333,0,1.08,0.46,0,7,0
"C13H14O8","lignin","unsaturated/lignin","unsaturated/lignin",0.3333,0.1538,1.08,0.62,-1,7,-0.0769
"C17H14O5","lignin","aromatic","aromatic",0.5862,-0.2353,0.82,0.29,6,11,0.3529
"C14H18O5S1","lignin","unsaturated/lignin","unsaturated/lignin",0.2381,-0.4286,1.29,0.36,0,6,0
"C14H19O5P1","lignin","unsaturated/lignin","unsaturated/lignin",0.2381,-0.6429,1.36,0.36,0,6,0
"C14H18O7","lignin","unsaturated/lignin","unsaturated/lignin",0.2381,-0.2857,1.29,0.5,-1,6,-0.0714
"C11H22O7S1","amino_sugar","aliphatic","lipid",-0.5385,-0.5455,2,0.64,-7,1,-0.6364
"C11H23O7P1","amino_sugar","aliphatic","lipid",-0.5385,-0.8182,2.09,0.64,-7,1,-0.6364
"C18H18O4","lignin","unsaturated/lignin","unsaturated/lignin",0.5,-0.5556,1,0.22,6,10,0.3333
"C15H22O4S1","lignin","unsaturated/lignin","unsaturated/lignin",0.1667,-0.8,1.47,0.27,0,5,0
"C15H22O6","lignin","unsaturated/lignin","unsaturated/lignin",0.1667,-0.6667,1.47,0.4,-1,5,-0.0667
"C12H26O6S1","protein","aliphatic","lipid",-0.5,-1,2.17,0.5,-7,0,-0.5833
"C19H22O3","lignin","unsaturated/lignin","unsaturated/lignin",0.4286,-0.8421,1.16,0.16,6,9,0.3158
"C16H26O3S1","lipid","aliphatic","aliphatic",0.1111,-1.125,1.62,0.19,0,4,0
"C16H26O5","protein","aliphatic","aliphatic",0.1111,-1,1.62,0.31,-1,4,-0.0625
"C14H30O4","lipid","aliphatic","lipid",-0.1667,-1.5714,2.14,0.29,-4,0,-0.2857
"C20H26O2","unsaturated_hydrocarbon","unsaturated/lignin","unsaturated/lignin",0.3684,-1.1,1.3,0.1,6,8,0.3
"C17H30O4","lipid","aliphatic","aliphatic",0.0667,-1.2941,1.76,0.24,-1,3,-0.0588
"C18H34O3","lipid","aliphatic","aliphatic",0.0303,-1.5556,1.89,0.17,-1,2,-0.0556
"C15H9O6N1","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7273,0.4,0.6,0.4,5,12,0.3333
"C10H17O7N1","carbohydrate","aliphatic","aliphatic+N",-0.2727,0,1.7,0.7,-5,3,-0.5
"C16H13O5N1","lignin","aromatic","aromatic",0.6,0,0.81,0.31,5,11,0.3125
"C11H21O6N1","protein","aliphatic","aliphatic+N",-0.2857,-0.5455,1.91,0.55,-5,2,-0.4545
"C14H21O6N1","protein","aliphatic","aliphatic+N",0.1,-0.4286,1.5,0.43,-2,5,-0.1429
"C18H21O3N1","lignin","unsaturated/lignin","unsaturated/lignin",0.4194,-0.6667,1.17,0.17,5,9,0.2778
"C15H25O5N1","protein","aliphatic","aliphatic+N",0.0435,-0.8,1.67,0.33,-2,4,-0.1333
"C11H8O10","condensed_hydrocarbon","unsaturated/lignin","unsaturated/lignin",0.5,1.0909,0.73,0.91,-2,8,-0.1818
"C15H8O7","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7391,0.4,0.53,0.47,5,12,0.3333
"C12H12O7S1","lignin","unsaturated/lignin","unsaturated/lignin",0.3333,0.3333,1,0.58,-1,7,-0.0833
"C12H12O9","tannin","unsaturated/lignin","unsaturated/lignin",0.3333,0.5,1,0.75,-2,7,-0.1667
"C10H16O8","carbohydrate","aliphatic","aliphatic",-0.1667,0,1.6,0.8,-5,3,-0.5
"C16H12O6","condensed_hydrocarbon","aromatic","aromatic",0.6154,0,0.75,0.38,5,11,0.3125
"C13H16O6S1","lignin","unsaturated/lignin","unsaturated/lignin",0.2222,-0.1538,1.23,0.46,-1,6,-0.0769
"C13H16O8","lignin","unsaturated/lignin","unsaturated/lignin",0.2222,0,1.23,0.62,-2,6,-0.1538
"C17H16O5","lignin","aromatic","aromatic",0.5172,-0.3529,0.94,0.29,5,10,0.2941
"C14H20O5S1","lignin","unsaturated/lignin","unsaturated/lignin",0.1429,-0.5714,1.43,0.36,-1,5,-0.0714
"C14H20O7","lignin","unsaturated/lignin","unsaturated/lignin",0.1429,-0.4286,1.43,0.5,-2,5,-0.1429
"C18H20O4","lignin","unsaturated/lignin","unsaturated/lignin",0.4375,-0.6667,1.11,0.22,5,9,0.2778
"C15H24O4S1","lipid","aliphatic","aliphatic",0.0833,-0.9333,1.6,0.27,-1,4,-0.0667
"C15H25O4P1","lipid","aliphatic","aliphatic",0.0833,-1.1333,1.67,0.27,-1,4,-0.0667
"C15H24O6","protein","aliphatic","aliphatic",0.0833,-0.8,1.6,0.4,-2,4,-0.1333
"C13H28O5","protein","aliphatic","lipid",-0.2381,-1.3846,2.15,0.38,-5,0,-0.3846
"C19H24O3","lignin","unsaturated/lignin","unsaturated/lignin",0.3714,-0.9474,1.26,0.16,5,8,0.2632
"C16H28O5","protein","aliphatic","aliphatic",0.037,-1.125,1.75,0.31,-2,3,-0.125
"C17H32O4","lipid","aliphatic","aliphatic",0,-1.4118,1.88,0.24,-2,2,-0.1176
"C18H36O3","lipid","aliphatic","lipid",-0.0303,-1.6667,2,0.17,-2,1,-0.1111
"C14H7O7N1","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7895,0.7143,0.5,0.5,4,12,0.2857
"C15H11O6N1","condensed_hydrocarbon","aromatic","aromatic",0.6364,0.2667,0.73,0.4,4,11,0.2667
"C10H19O7N1","carbohydrate","aliphatic","aliphatic+N",-0.4545,-0.2,1.9,0.7,-6,2,-0.6
"C16H15O5N1","lignin","aromatic","aromatic",0.52,-0.125,0.94,0.31,4,10,0.25
"C13H19O7N1","lignin","unsaturated/lignin","unsaturated/lignin",0.0588,-0.1538,1.46,0.54,-3,5,-0.2308
"C14H23O6N1","protein","aliphatic","aliphatic+N",0,-0.5714,1.64,0.43,-3,4,-0.2143
"C18H23O3N1","lignin","unsaturated/lignin","unsaturated/lignin",0.3548,-0.7778,1.28,0.17,4,8,0.2222
"C15H27O5N1","protein","aliphatic","aliphatic+N",-0.0435,-0.9333,1.8,0.33,-3,3,-0.2
"C16H31O4N1","lipid","aliphatic","aliphatic+N",-0.0769,-1.25,1.94,0.25,-3,2,-0.1875
"C16H10O4","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7143,-0.125,0.62,0.25,8,12,0.5
"C12H15O5S1P1","lignin","unsaturated/lignin","unsaturated/lignin",0.2,-0.25,1.25,0.42,-1,6,-0.0833
"C15H10O7","condensed_hydrocarbon","aromatic","aromatic",0.6522,0.2667,0.67,0.47,4,11,0.2667
"C12H14O7S1","lignin","unsaturated/lignin","unsaturated/lignin",0.2,0.1667,1.17,0.58,-2,6,-0.1667
"C12H14O9","tannin","unsaturated/lignin","unsaturated/lignin",0.2,0.3333,1.17,0.75,-3,6,-0.25
"C16H14O6","lignin","aromatic","aromatic",0.5385,-0.125,0.88,0.38,4,10,0.25
"C13H18O6S1","lignin","unsaturated/lignin","unsaturated/lignin",0.1111,-0.3077,1.38,0.46,-2,5,-0.1538
"C13H18O8","lignin","unsaturated/lignin","unsaturated/lignin",0.1111,-0.1538,1.38,0.62,-3,5,-0.2308
"C11H22O7","amino_sugar","aliphatic","lipid",-0.3333,-0.7273,2,0.64,-6,1,-0.5455
"C17H18O5","lignin","unsaturated/lignin","unsaturated/lignin",0.4483,-0.4706,1.06,0.29,4,9,0.2353
"C14H22O5S1","protein","aliphatic","aliphatic",0.0476,-0.7143,1.57,0.36,-2,4,-0.1429
"C14H23O5P1","protein","aliphatic","aliphatic",0.0476,-0.9286,1.64,0.36,-2,4,-0.1429
"C14H22O7","protein","aliphatic","aliphatic",0.0476,-0.5714,1.57,0.5,-3,4,-0.2143
"C12H26O6","protein","aliphatic","lipid",-0.3333,-1.1667,2.17,0.5,-6,0,-0.5
"C18H22O4","lignin","unsaturated/lignin","unsaturated/lignin",0.375,-0.7778,1.22,0.22,4,8,0.2222
"C15H26O6","protein","aliphatic","aliphatic",0,-0.9333,1.73,0.4,-3,3,-0.2
"C16H30O5","protein","aliphatic","aliphatic",-0.037,-1.25,1.88,0.31,-3,2,-0.1875
"C17H34O4","lipid","aliphatic","lipid",-0.0667,-1.5294,2,0.24,-3,1,-0.1765
"C15H13O6N1","lignin","aromatic","aromatic",0.5455,0.1333,0.87,0.4,3,10,0.2
"C16H17O5N1","lignin","unsaturated/lignin","unsaturated/lignin",0.44,-0.25,1.06,0.31,3,9,0.1875
"C17H21O4N1","lignin","unsaturated/lignin","unsaturated/lignin",0.3571,-0.5882,1.24,0.24,3,8,0.1765
"C15H29O5N1","protein","aliphatic","aliphatic+N",-0.1304,-1.0667,1.93,0.33,-4,2,-0.2667
"C14H8O6S1","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7,0.4286,0.57,0.43,4,11,0.2857
"C12H16O7S1","lignin","unsaturated/lignin","unsaturated/lignin",0.0667,0,1.33,0.58,-3,5,-0.25
"C12H16O9","tannin","unsaturated/lignin","unsaturated/lignin",0.0667,0.1667,1.33,0.75,-4,5,-0.3333
"C16H16O6","lignin","unsaturated/lignin","unsaturated/lignin",0.4615,-0.25,1,0.38,3,9,0.1875
"C13H20O6S1","protein","aliphatic","aliphatic",0,-0.4615,1.54,0.46,-3,4,-0.2308
"C13H21O6P1","protein","aliphatic","aliphatic",0,-0.6923,1.62,0.46,-3,4,-0.2308
"C17H20O3S1","lignin","unsaturated/lignin","unsaturated/lignin",0.3793,-0.7059,1.18,0.18,4,8,0.2353
"C13H20O8","amino_sugar","aliphatic","aliphatic",0,-0.3077,1.54,0.62,-4,4,-0.3077
"C17H20O5","lignin","unsaturated/lignin","unsaturated/lignin",0.3793,-0.5882,1.18,0.29,3,8,0.1765
"C14H24O5S1","protein","aliphatic","aliphatic",-0.0476,-0.8571,1.71,0.36,-3,3,-0.2143
"C14H25O5P1","protein","aliphatic","aliphatic",-0.0476,-1.0714,1.79,0.36,-3,3,-0.2143
"C14H24O7","protein","aliphatic","aliphatic",-0.0476,-0.7143,1.71,0.5,-4,3,-0.2857
"C18H24O4","lignin","unsaturated/lignin","unsaturated/lignin",0.3125,-0.8889,1.33,0.22,3,7,0.1667
"C15H28O4S1","lipid","aliphatic","aliphatic",-0.0833,-1.2,1.87,0.27,-3,2,-0.2
"C15H28O6","protein","aliphatic","aliphatic",-0.0833,-1.0667,1.87,0.4,-4,2,-0.2667
"C19H28O3","lignin","unsaturated/lignin","unsaturated/lignin",0.2571,-1.1579,1.47,0.16,3,6,0.1579
"C16H33O3P1","lipid","aliphatic","lipid",-0.1111,-1.6875,2.06,0.19,-3,1,-0.1875
"C17H32O2","lipid","aliphatic","aliphatic",0.0625,-1.6471,1.88,0.12,0,2,0
"C16H32O5","protein","aliphatic","lipid",-0.1111,-1.375,2,0.31,-4,1,-0.25
"C14H11O7N1","condensed_hydrocarbon","aromatic","aromatic",0.5789,0.4286,0.79,0.5,2,10,0.1429
"C15H15O6N1","lignin","unsaturated/lignin","unsaturated/lignin",0.4545,0,1,0.4,2,9,0.1333
"C12H19O8N1","amino_sugar","aliphatic","aliphatic+N",-0.1429,0,1.58,0.67,-5,4,-0.4167
"C16H19O5N1","lignin","unsaturated/lignin","unsaturated/lignin",0.36,-0.375,1.19,0.31,2,8,0.125
"C13H23O7N1","protein","aliphatic","aliphatic+N",-0.1765,-0.4615,1.77,0.54,-5,3,-0.3846
"C17H23O4N1","lignin","unsaturated/lignin","unsaturated/lignin",0.2857,-0.7059,1.35,0.24,2,7,0.1176
"C13H6O9","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7647,0.9231,0.46,0.69,2,11,0.1538
"C14H10O8","condensed_hydrocarbon","aromatic","aromatic",0.6,0.4286,0.71,0.57,2,10,0.1429
"C15H15O5P1","lignin","unsaturated/lignin","unsaturated/lignin",0.4783,-0.3333,1,0.33,3,9,0.2
"C15H14O7","lignin","unsaturated/lignin","unsaturated/lignin",0.4783,0,0.93,0.47,2,9,0.1333
"C12H18O7S1","amino_sugar","aliphatic","aliphatic",-0.0667,-0.1667,1.5,0.58,-4,4,-0.3333
"C12H19O7P1","amino_sugar","aliphatic","aliphatic",-0.0667,-0.4167,1.58,0.58,-4,4,-0.3333
"C12H18O9","carbohydrate","aliphatic","aliphatic",-0.0667,0,1.5,0.75,-5,4,-0.4167
"C16H18O6","lignin","unsaturated/lignin","unsaturated/lignin",0.3846,-0.375,1.12,0.38,2,8,0.125
"C13H22O6S1","protein","aliphatic","aliphatic",-0.1111,-0.6154,1.69,0.46,-4,3,-0.3077
"C13H23O6P1","protein","aliphatic","aliphatic",-0.1111,-0.8462,1.77,0.46,-4,3,-0.3077
"C13H22O8","amino_sugar","aliphatic","aliphatic",-0.1111,-0.4615,1.69,0.62,-5,3,-0.3846
"C17H22O5","lignin","unsaturated/lignin","unsaturated/lignin",0.3103,-0.7059,1.29,0.29,2,7,0.1176
"C14H26O5S1","protein","aliphatic","aliphatic",-0.1429,-1,1.86,0.36,-4,2,-0.2857
"C14H26O7","protein","aliphatic","aliphatic",-0.1429,-0.8571,1.86,0.5,-5,2,-0.3571
"C18H26O4","lignin","unsaturated/lignin","unsaturated/lignin",0.25,-1,1.44,0.22,2,6,0.1111
"C15H30O4S1","lipid","aliphatic","lipid",-0.1667,-1.3333,2,0.27,-4,1,-0.2667
"C15H31O4P1","lipid","aliphatic","lipid",-0.1667,-1.5333,2.07,0.27,-4,1,-0.2667
"C15H30O6","protein","aliphatic","lipid",-0.1667,-1.2,2,0.4,-5,1,-0.3333
"C17H34O2","lipid","aliphatic","lipid",0,-1.7647,2,0.12,-1,1,-0.0588
"C14H13O7N1","lignin","unsaturated/lignin","unsaturated/lignin",0.4737,0.2857,0.93,0.5,1,9,0.0714
"C15H17O6N1","lignin","unsaturated/lignin","unsaturated/lignin",0.3636,-0.1333,1.13,0.4,1,8,0.0667
"C13H21O5N1","protein","aliphatic","aliphatic+N",0.0526,-0.6154,1.62,0.38,-2,4,-0.1538
"C12H21O8N1","amino_sugar","aliphatic","aliphatic+N",-0.2857,-0.1667,1.75,0.67,-6,3,-0.5
"C16H21O5N1","lignin","unsaturated/lignin","unsaturated/lignin",0.28,-0.5,1.31,0.31,1,7,0.0625
"C17H25O4N1","lignin","unsaturated/lignin","unsaturated/lignin",0.2143,-0.8235,1.47,0.24,1,6,0.0588
"C16H33O2N1","lipid","aliphatic","lipid",-0.0714,-1.625,2.06,0.12,-2,1,-0.125
"C13H8O9","condensed_hydrocarbon","aromatic","aromatic",0.6471,0.7692,0.62,0.69,1,10,0.0769
